Country Name,Country Code,rural_pop_percent_17,food_production_index_17,ag_land_area_17,arable_land_percent_2017,net_migration_2017,hiv_prevalence_2017,mat_mortality_ratio_2017,under5_mortality_ratio_2017,tubercul_incidence_2017,elec_access_2017,ren_energy_percent_2017,ffuel_energy_percent_2017,co2_emissions_2017,pop_air_pollution_2017,foreign_dir_inv_2017,atm_access_2017,adol_fertility_rate_2017,fem_labor_part_rate_2017,male_labor_part_rate_2017,fertility_rate_2017,dpt_immuniz_rate_2017,undernourished_rate_2017,cell_subscriptions_per100,internet_per_mil_2017,military_exp_2017,women_seats_percent_2017,male_bus_start_2017,female_bus_start_2017,patent_apps_2017,sci_articles_2017,pop_density_2017
Romania,ROU,46.064,46.064,46.064,46.064,46.064,46.064,46.064,46.064,46.064,46.064,46.064,46.064,46.064,46.064,46.064,46.064,46.064,46.064,46.064,46.064,46.064,46.064,46.064,46.064,46.064,46.064,46.064,46.064,46.064,46.064,46.064
Russian Federation,RUS,25.708,25.708,25.708,25.708,25.708,25.708,25.708,25.708,25.708,25.708,25.708,25.708,25.708,25.708,25.708,25.708,25.708,25.708,25.708,25.708,25.708,25.708,25.708,25.708,25.708,25.708,25.708,25.708,25.708,25.708,25.708
Rwanda,RWA,82.875,82.875,82.875,82.875,82.875,82.875,82.875,82.875,82.875,82.875,82.875,82.875,82.875,82.875,82.875,82.875,82.875,82.875,82.875,82.875,82.875,82.875,82.875,82.875,82.875,82.875,82.875,82.875,82.875,82.875,82.875
South Asia,SAS,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179
Saudi Arabia,SAU,16.378,16.378,16.378,16.378,16.378,16.378,16.378,16.378,16.378,16.378,16.378,16.378,16.378,16.378,16.378,16.378,16.378,16.378,16.378,16.378,16.378,16.378,16.378,16.378,16.378,16.378,16.378,16.378,16.378,16.378,16.378
Sudan,SDN,65.63,65.63,65.63,65.63,65.63,65.63,65.63,65.63,65.63,65.63,65.63,65.63,65.63,65.63,65.63,65.63,65.63,65.63,65.63,65.63,65.63,65.63,65.63,65.63,65.63,65.63,65.63,65.63,65.63,65.63,65.63
Senegal,SEN,53.26,53.26,53.26,53.26,53.26,53.26,53.26,53.26,53.26,53.26,53.26,53.26,53.26,53.26,53.26,53.26,53.26,53.26,53.26,53.26,53.26,53.26,53.26,53.26,53.26,53.26,53.26,53.26,53.26,53.26,53.26
Singapore,SGP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solomon Islands,SLB,76.714,76.714,76.714,76.714,76.714,76.714,76.714,76.714,76.714,76.714,76.714,76.714,76.714,76.714,76.714,76.714,76.714,76.714,76.714,76.714,76.714,76.714,76.714,76.714,76.714,76.714,76.714,76.714,76.714,76.714,76.714
Sierra Leone,SLE,58.364,58.364,58.364,58.364,58.364,58.364,58.364,58.364,58.364,58.364,58.364,58.364,58.364,58.364,58.364,58.364,58.364,58.364,58.364,58.364,58.364,58.364,58.364,58.364,58.364,58.364,58.364,58.364,58.364,58.364,58.364
El Salvador,SLV,28.725,28.725,28.725,28.725,28.725,28.725,28.725,28.725,28.725,28.725,28.725,28.725,28.725,28.725,28.725,28.725,28.725,28.725,28.725,28.725,28.725,28.725,28.725,28.725,28.725,28.725,28.725,28.725,28.725,28.725,28.725
San Marino,SMR,2.928,2.928,2.928,2.928,2.928,2.928,2.928,2.928,2.928,2.928,2.928,2.928,2.928,2.928,2.928,2.928,2.928,2.928,2.928,2.928,2.928,2.928,2.928,2.928,2.928,2.928,2.928,2.928,2.928,2.928,2.928
Somalia,SOM,55.609,55.609,55.609,55.609,55.609,55.609,55.609,55.609,55.609,55.609,55.609,55.609,55.609,55.609,55.609,55.609,55.609,55.609,55.609,55.609,55.609,55.609,55.609,55.609,55.609,55.609,55.609,55.609,55.609,55.609,55.609
Serbia,SRB,44.058,44.058,44.058,44.058,44.058,44.058,44.058,44.058,44.058,44.058,44.058,44.058,44.058,44.058,44.058,44.058,44.058,44.058,44.058,44.058,44.058,44.058,44.058,44.058,44.058,44.058,44.058,44.058,44.058,44.058,44.058
Sub-Saharan Africa (excluding high income),SSA,60.3566577467987,60.3566577467987,60.3566577467987,60.3566577467987,60.3566577467987,60.3566577467987,60.3566577467987,60.3566577467987,60.3566577467987,60.3566577467987,60.3566577467987,60.3566577467987,60.3566577467987,60.3566577467987,60.3566577467987,60.3566577467987,60.3566577467987,60.3566577467987,60.3566577467987,60.3566577467987,60.3566577467987,60.3566577467987,60.3566577467987,60.3566577467987,60.3566577467987,60.3566577467987,60.3566577467987,60.3566577467987,60.3566577467987,60.3566577467987,60.3566577467987
South Sudan,SSD,80.654,80.654,80.654,80.654,80.654,80.654,80.654,80.654,80.654,80.654,80.654,80.654,80.654,80.654,80.654,80.654,80.654,80.654,80.654,80.654,80.654,80.654,80.654,80.654,80.654,80.654,80.654,80.654,80.654,80.654,80.654
Sub-Saharan Africa,SSF,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987
Small states,SST,41.7206619224451,41.7206619224451,41.7206619224451,41.7206619224451,41.7206619224451,41.7206619224451,41.7206619224451,41.7206619224451,41.7206619224451,41.7206619224451,41.7206619224451,41.7206619224451,41.7206619224451,41.7206619224451,41.7206619224451,41.7206619224451,41.7206619224451,41.7206619224451,41.7206619224451,41.7206619224451,41.7206619224451,41.7206619224451,41.7206619224451,41.7206619224451,41.7206619224451,41.7206619224451,41.7206619224451,41.7206619224451,41.7206619224451,41.7206619224451,41.7206619224451
Sao Tome and Principe,STP,28.032,28.032,28.032,28.032,28.032,28.032,28.032,28.032,28.032,28.032,28.032,28.032,28.032,28.032,28.032,28.032,28.032,28.032,28.032,28.032,28.032,28.032,28.032,28.032,28.032,28.032,28.032,28.032,28.032,28.032,28.032
Suriname,SUR,33.959,33.959,33.959,33.959,33.959,33.959,33.959,33.959,33.959,33.959,33.959,33.959,33.959,33.959,33.959,33.959,33.959,33.959,33.959,33.959,33.959,33.959,33.959,33.959,33.959,33.959,33.959,33.959,33.959,33.959,33.959
Slovak Republic,SVK,46.249,46.249,46.249,46.249,46.249,46.249,46.249,46.249,46.249,46.249,46.249,46.249,46.249,46.249,46.249,46.249,46.249,46.249,46.249,46.249,46.249,46.249,46.249,46.249,46.249,46.249,46.249,46.249,46.249,46.249,46.249
Slovenia,SVN,45.727,45.727,45.727,45.727,45.727,45.727,45.727,45.727,45.727,45.727,45.727,45.727,45.727,45.727,45.727,45.727,45.727,45.727,45.727,45.727,45.727,45.727,45.727,45.727,45.727,45.727,45.727,45.727,45.727,45.727,45.727
Sweden,SWE,12.854,12.854,12.854,12.854,12.854,12.854,12.854,12.854,12.854,12.854,12.854,12.854,12.854,12.854,12.854,12.854,12.854,12.854,12.854,12.854,12.854,12.854,12.854,12.854,12.854,12.854,12.854,12.854,12.854,12.854,12.854
Eswatini,SWZ,76.375,76.375,76.375,76.375,76.375,76.375,76.375,76.375,76.375,76.375,76.375,76.375,76.375,76.375,76.375,76.375,76.375,76.375,76.375,76.375,76.375,76.375,76.375,76.375,76.375,76.375,76.375,76.375,76.375,76.375,76.375
Sint Maarten (Dutch part),SXM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seychelles,SYC,43.739,43.739,43.739,43.739,43.739,43.739,43.739,43.739,43.739,43.739,43.739,43.739,43.739,43.739,43.739,43.739,43.739,43.739,43.739,43.739,43.739,43.739,43.739,43.739,43.739,43.739,43.739,43.739,43.739,43.739,43.739
Syrian Arab Republic,SYR,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5
Turks and Caicos Islands,TCA,7.18300000000001,7.18300000000001,7.18300000000001,7.18300000000001,7.18300000000001,7.18300000000001,7.18300000000001,7.18300000000001,7.18300000000001,7.18300000000001,7.18300000000001,7.18300000000001,7.18300000000001,7.18300000000001,7.18300000000001,7.18300000000001,7.18300000000001,7.18300000000001,7.18300000000001,7.18300000000001,7.18300000000001,7.18300000000001,7.18300000000001,7.18300000000001,7.18300000000001,7.18300000000001,7.18300000000001,7.18300000000001,7.18300000000001,7.18300000000001,7.18300000000001
Chad,TCD,77.142,77.142,77.142,77.142,77.142,77.142,77.142,77.142,77.142,77.142,77.142,77.142,77.142,77.142,77.142,77.142,77.142,77.142,77.142,77.142,77.142,77.142,77.142,77.142,77.142,77.142,77.142,77.142,77.142,77.142,77.142
East Asia & Pacific (IDA & IBRD countries),TEA,45.4023117461416,45.4023117461416,45.4023117461416,45.4023117461416,45.4023117461416,45.4023117461416,45.4023117461416,45.4023117461416,45.4023117461416,45.4023117461416,45.4023117461416,45.4023117461416,45.4023117461416,45.4023117461416,45.4023117461416,45.4023117461416,45.4023117461416,45.4023117461416,45.4023117461416,45.4023117461416,45.4023117461416,45.4023117461416,45.4023117461416,45.4023117461416,45.4023117461416,45.4023117461416,45.4023117461416,45.4023117461416,45.4023117461416,45.4023117461416,45.4023117461416
Europe & Central Asia (IDA & IBRD countries),TEC,33.8368837004562,33.8368837004562,33.8368837004562,33.8368837004562,33.8368837004562,33.8368837004562,33.8368837004562,33.8368837004562,33.8368837004562,33.8368837004562,33.8368837004562,33.8368837004562,33.8368837004562,33.8368837004562,33.8368837004562,33.8368837004562,33.8368837004562,33.8368837004562,33.8368837004562,33.8368837004562,33.8368837004562,33.8368837004562,33.8368837004562,33.8368837004562,33.8368837004562,33.8368837004562,33.8368837004562,33.8368837004562,33.8368837004562,33.8368837004562,33.8368837004562
Togo,TGO,58.838,58.838,58.838,58.838,58.838,58.838,58.838,58.838,58.838,58.838,58.838,58.838,58.838,58.838,58.838,58.838,58.838,58.838,58.838,58.838,58.838,58.838,58.838,58.838,58.838,58.838,58.838,58.838,58.838,58.838,58.838
Thailand,THA,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8
Tajikistan,TJK,73.018,73.018,73.018,73.018,73.018,73.018,73.018,73.018,73.018,73.018,73.018,73.018,73.018,73.018,73.018,73.018,73.018,73.018,73.018,73.018,73.018,73.018,73.018,73.018,73.018,73.018,73.018,73.018,73.018,73.018,73.018
Turkmenistan,TKM,48.847,48.847,48.847,48.847,48.847,48.847,48.847,48.847,48.847,48.847,48.847,48.847,48.847,48.847,48.847,48.847,48.847,48.847,48.847,48.847,48.847,48.847,48.847,48.847,48.847,48.847,48.847,48.847,48.847,48.847,48.847
Latin America & the Caribbean (IDA & IBRD countries),TLA,19.6055137398574,19.6055137398574,19.6055137398574,19.6055137398574,19.6055137398574,19.6055137398574,19.6055137398574,19.6055137398574,19.6055137398574,19.6055137398574,19.6055137398574,19.6055137398574,19.6055137398574,19.6055137398574,19.6055137398574,19.6055137398574,19.6055137398574,19.6055137398574,19.6055137398574,19.6055137398574,19.6055137398574,19.6055137398574,19.6055137398574,19.6055137398574,19.6055137398574,19.6055137398574,19.6055137398574,19.6055137398574,19.6055137398574,19.6055137398574,19.6055137398574
Timor-Leste,TLS,69.788,69.788,69.788,69.788,69.788,69.788,69.788,69.788,69.788,69.788,69.788,69.788,69.788,69.788,69.788,69.788,69.788,69.788,69.788,69.788,69.788,69.788,69.788,69.788,69.788,69.788,69.788,69.788,69.788,69.788,69.788
Middle East & North Africa (IDA & IBRD countries),TMN,38.9040364018785,38.9040364018785,38.9040364018785,38.9040364018785,38.9040364018785,38.9040364018785,38.9040364018785,38.9040364018785,38.9040364018785,38.9040364018785,38.9040364018785,38.9040364018785,38.9040364018785,38.9040364018785,38.9040364018785,38.9040364018785,38.9040364018785,38.9040364018785,38.9040364018785,38.9040364018785,38.9040364018785,38.9040364018785,38.9040364018785,38.9040364018785,38.9040364018785,38.9040364018785,38.9040364018785,38.9040364018785,38.9040364018785,38.9040364018785,38.9040364018785
Tonga,TON,76.831,76.831,76.831,76.831,76.831,76.831,76.831,76.831,76.831,76.831,76.831,76.831,76.831,76.831,76.831,76.831,76.831,76.831,76.831,76.831,76.831,76.831,76.831,76.831,76.831,76.831,76.831,76.831,76.831,76.831,76.831
South Asia (IDA & IBRD),TSA,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179,66.4358710406179
Sub-Saharan Africa (IDA & IBRD countries),TSS,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987,60.355141137987
Trinidad and Tobago,TTO,46.795,46.795,46.795,46.795,46.795,46.795,46.795,46.795,46.795,46.795,46.795,46.795,46.795,46.795,46.795,46.795,46.795,46.795,46.795,46.795,46.795,46.795,46.795,46.795,46.795,46.795,46.795,46.795,46.795,46.795,46.795
Tunisia,TUN,31.358,31.358,31.358,31.358,31.358,31.358,31.358,31.358,31.358,31.358,31.358,31.358,31.358,31.358,31.358,31.358,31.358,31.358,31.358,31.358,31.358,31.358,31.358,31.358,31.358,31.358,31.358,31.358,31.358,31.358,31.358
Turkiye,TUR,25.356,25.356,25.356,25.356,25.356,25.356,25.356,25.356,25.356,25.356,25.356,25.356,25.356,25.356,25.356,25.356,25.356,25.356,25.356,25.356,25.356,25.356,25.356,25.356,25.356,25.356,25.356,25.356,25.356,25.356,25.356
Tuvalu,TUV,38.47,38.47,38.47,38.47,38.47,38.47,38.47,38.47,38.47,38.47,38.47,38.47,38.47,38.47,38.47,38.47,38.47,38.47,38.47,38.47,38.47,38.47,38.47,38.47,38.47,38.47,38.47,38.47,38.47,38.47,38.47
Tanzania,TZA,66.947,66.947,66.947,66.947,66.947,66.947,66.947,66.947,66.947,66.947,66.947,66.947,66.947,66.947,66.947,66.947,66.947,66.947,66.947,66.947,66.947,66.947,66.947,66.947,66.947,66.947,66.947,66.947,66.947,66.947,66.947
Uganda,UGA,76.804,76.804,76.804,76.804,76.804,76.804,76.804,76.804,76.804,76.804,76.804,76.804,76.804,76.804,76.804,76.804,76.804,76.804,76.804,76.804,76.804,76.804,76.804,76.804,76.804,76.804,76.804,76.804,76.804,76.804,76.804
Ukraine,UKR,30.754,30.754,30.754,30.754,30.754,30.754,30.754,30.754,30.754,30.754,30.754,30.754,30.754,30.754,30.754,30.754,30.754,30.754,30.754,30.754,30.754,30.754,30.754,30.754,30.754,30.754,30.754,30.754,30.754,30.754,30.754
Upper middle income,UMC,34.853605508199,34.853605508199,34.853605508199,34.853605508199,34.853605508199,34.853605508199,34.853605508199,34.853605508199,34.853605508199,34.853605508199,34.853605508199,34.853605508199,34.853605508199,34.853605508199,34.853605508199,34.853605508199,34.853605508199,34.853605508199,34.853605508199,34.853605508199,34.853605508199,34.853605508199,34.853605508199,34.853605508199,34.853605508199,34.853605508199,34.853605508199,34.853605508199,34.853605508199,34.853605508199,34.853605508199
Uruguay,URY,4.76000000000001,4.76000000000001,4.76000000000001,4.76000000000001,4.76000000000001,4.76000000000001,4.76000000000001,4.76000000000001,4.76000000000001,4.76000000000001,4.76000000000001,4.76000000000001,4.76000000000001,4.76000000000001,4.76000000000001,4.76000000000001,4.76000000000001,4.76000000000001,4.76000000000001,4.76000000000001,4.76000000000001,4.76000000000001,4.76000000000001,4.76000000000001,4.76000000000001,4.76000000000001,4.76000000000001,4.76000000000001,4.76000000000001,4.76000000000001,4.76000000000001
United States,USA,17.942,17.942,17.942,17.942,17.942,17.942,17.942,17.942,17.942,17.942,17.942,17.942,17.942,17.942,17.942,17.942,17.942,17.942,17.942,17.942,17.942,17.942,17.942,17.942,17.942,17.942,17.942,17.942,17.942,17.942,17.942
Uzbekistan,UZB,49.45,49.45,49.45,49.45,49.45,49.45,49.45,49.45,49.45,49.45,49.45,49.45,49.45,49.45,49.45,49.45,49.45,49.45,49.45,49.45,49.45,49.45,49.45,49.45,49.45,49.45,49.45,49.45,49.45,49.45,49.45
St. Vincent and the Grenadines,VCT,48.216,48.216,48.216,48.216,48.216,48.216,48.216,48.216,48.216,48.216,48.216,48.216,48.216,48.216,48.216,48.216,48.216,48.216,48.216,48.216,48.216,48.216,48.216,48.216,48.216,48.216,48.216,48.216,48.216,48.216,48.216
"Venezuela, RB",VEN,11.817,11.817,11.817,11.817,11.817,11.817,11.817,11.817,11.817,11.817,11.817,11.817,11.817,11.817,11.817,11.817,11.817,11.817,11.817,11.817,11.817,11.817,11.817,11.817,11.817,11.817,11.817,11.817,11.817,11.817,11.817
British Virgin Islands,VGB,52.663,52.663,52.663,52.663,52.663,52.663,52.663,52.663,52.663,52.663,52.663,52.663,52.663,52.663,52.663,52.663,52.663,52.663,52.663,52.663,52.663,52.663,52.663,52.663,52.663,52.663,52.663,52.663,52.663,52.663,52.663
Virgin Islands (U.S.),VIR,4.39700000000001,4.39700000000001,4.39700000000001,4.39700000000001,4.39700000000001,4.39700000000001,4.39700000000001,4.39700000000001,4.39700000000001,4.39700000000001,4.39700000000001,4.39700000000001,4.39700000000001,4.39700000000001,4.39700000000001,4.39700000000001,4.39700000000001,4.39700000000001,4.39700000000001,4.39700000000001,4.39700000000001,4.39700000000001,4.39700000000001,4.39700000000001,4.39700000000001,4.39700000000001,4.39700000000001,4.39700000000001,4.39700000000001,4.39700000000001,4.39700000000001
Vietnam,VNM,64.787,64.787,64.787,64.787,64.787,64.787,64.787,64.787,64.787,64.787,64.787,64.787,64.787,64.787,64.787,64.787,64.787,64.787,64.787,64.787,64.787,64.787,64.787,64.787,64.787,64.787,64.787,64.787,64.787,64.787,64.787
Vanuatu,VUT,74.837,74.837,74.837,74.837,74.837,74.837,74.837,74.837,74.837,74.837,74.837,74.837,74.837,74.837,74.837,74.837,74.837,74.837,74.837,74.837,74.837,74.837,74.837,74.837,74.837,74.837,74.837,74.837,74.837,74.837,74.837
World,WLD,45.1712786459983,45.1712786459983,45.1712786459983,45.1712786459983,45.1712786459983,45.1712786459983,45.1712786459983,45.1712786459983,45.1712786459983,45.1712786459983,45.1712786459983,45.1712786459983,45.1712786459983,45.1712786459983,45.1712786459983,45.1712786459983,45.1712786459983,45.1712786459983,45.1712786459983,45.1712786459983,45.1712786459983,45.1712786459983,45.1712786459983,45.1712786459983,45.1712786459983,45.1712786459983,45.1712786459983,45.1712786459983,45.1712786459983,45.1712786459983,45.1712786459983
Samoa,WSM,81.548,81.548,81.548,81.548,81.548,81.548,81.548,81.548,81.548,81.548,81.548,81.548,81.548,81.548,81.548,81.548,81.548,81.548,81.548,81.548,81.548,81.548,81.548,81.548,81.548,81.548,81.548,81.548,81.548,81.548,81.548
Kosovo,XKX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,63.984,63.984,63.984,63.984,63.984,63.984,63.984,63.984,63.984,63.984,63.984,63.984,63.984,63.984,63.984,63.984,63.984,63.984,63.984,63.984,63.984,63.984,63.984,63.984,63.984,63.984,63.984,63.984,63.984,63.984,63.984
South Africa,ZAF,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15
Zambia,ZMB,57.024,57.024,57.024,57.024,57.024,57.024,57.024,57.024,57.024,57.024,57.024,57.024,57.024,57.024,57.024,57.024,57.024,57.024,57.024,57.024,57.024,57.024,57.024,57.024,57.024,57.024,57.024,57.024,57.024,57.024,57.024
Zimbabwe,ZWE,67.763,67.763,67.763,67.763,67.763,67.763,67.763,67.763,67.763,67.763,67.763,67.763,67.763,67.763,67.763,67.763,67.763,67.763,67.763,67.763,67.763,67.763,67.763,67.763,67.763,67.763,67.763,67.763,67.763,67.763,67.763
